X=-0.78, Y=-0.39, Roll=1.0, Pitch=-2.0, Yaw=36.8, State=SEARCH, Goal=True, Color=
X=6.82, Y=23.73, Roll=1.5, Pitch=0.1, Yaw=41.6, State=SEARCH, Goal=True, Color=青
X=6.09, Y=23.61, Roll=-0.9, Pitch=1.1, Yaw=182.0, State=APPROACH, Goal=True, Color=赤
X=5.98, Y=23.34, Roll=4.3, Pitch=-4.0, Yaw=296.4, State=SEARCH, Goal=False, Color=青
X=6.42, Y=22.84, Roll=3.4, Pitch=4.3, Yaw=151.8, State=SEARCH, Goal=True, Color=青
X=5.75, Y=22.58, Roll=-3.7, Pitch=-1.6, Yaw=220.5, State=SEARCH, Goal=False, Color=青
X=4.90, Y=23.37, Roll=-2.6, Pitch=0.5, Yaw=243.7, State=SEARCH, Goal=False, Color=
X=4.03, Y=24.05, Roll=4.8, Pitch=-3.6, Yaw=120.8, State=SEARCH, Goal=False, Color=赤
X=3.91, Y=24.86, Roll=-4.3, Pitch=2.8, Yaw=348.3, State=GOAL, Goal=True, Color=赤
X=3.40, Y=25.21, Roll=-2.9, Pitch=-4.2, Yaw=296.4, State=GOAL, Goal=True, Color=青
X=3.47, Y=26.01, Roll=-2.6, Pitch=-1.3, Yaw=167.8, State=GOAL, Goal=False, Color=緑
X=3.97, Y=25.39, Roll=-1.5, Pitch=1.0, Yaw=104.6, State=GOAL, Goal=False, Color=
X=2.99, Y=25.34, Roll=0.2, Pitch=4.0, Yaw=232.8, State=SEARCH, Goal=True, Color=青
X=3.97, Y=25.52, Roll=3.8, Pitch=-0.4, Yaw=269.1, State=APPROACH, Goal=True, Color=赤
X=4.48, Y=25.37, Roll=2.4, Pitch=2.5, Yaw=3.7, State=GOAL, Goal=False, Color=
X=4.07, Y=25.29, Roll=1.4, Pitch=-0.4, Yaw=213.4, State=GOAL, Goal=True, Color=緑
X=3.98, Y=25.45, Roll=-0.9, Pitch=4.1, Yaw=330.2, State=SEARCH, Goal=True, Color=赤
X=3.03, Y=24.56, Roll=0.4, Pitch=4.0, Yaw=193.8, State=SEARCH, Goal=True, Color=緑
X=2.89, Y=24.14, Roll=-4.6, Pitch=-1.3, Yaw=149.0, State=SEARCH, Goal=False, Color=赤
X=1.98, Y=24.70, Roll=2.1, Pitch=-0.9, Yaw=114.4, State=GOAL, Goal=True, Color=
X=1.83, Y=23.88, Roll=-0.0, Pitch=-0.9, Yaw=111.3, State=APPROACH, Goal=True, Color=緑
X=1.45, Y=24.39, Roll=2.5, Pitch=1.3, Yaw=278.4, State=GOAL, Goal=True, Color=
X=1.11, Y=23.75, Roll=-2.6, Pitch=3.7, Yaw=140.5, State=APPROACH, Goal=True, Color=青
X=0.66, Y=24.53, Roll=-4.1, Pitch=5.0, Yaw=306.2, State=APPROACH, Goal=False, Color=赤
X=0.79, Y=24.34, Roll=0.9, Pitch=5.0, Yaw=223.0, State=GOAL, Goal=True, Color=青
X=0.38, Y=25.28, Roll=3.8, Pitch=-0.3, Yaw=84.1, State=SEARCH, Goal=False, Color=緑
X=0.59, Y=25.73, Roll=-4.9, Pitch=0.2, Yaw=347.6, State=GOAL, Goal=False, Color=赤
X=0.42, Y=26.04, Roll=-3.9, Pitch=-3.7, Yaw=307.0, State=GOAL, Goal=True, Color=青
X=0.50, Y=26.21, Roll=-0.4, Pitch=0.6, Yaw=265.3, State=APPROACH, Goal=False, Color=
X=1.39, Y=26.68, Roll=-1.5, Pitch=0.6, Yaw=156.5, State=APPROACH, Goal=True, Color=緑
X=1.71, Y=27.56, Roll=-3.9, Pitch=-3.6, Yaw=61.7, State=SEARCH, Goal=False, Color=赤
X=2.10, Y=26.63, Roll=1.8, Pitch=5.0, Yaw=67.6, State=APPROACH, Goal=True, Color=赤
X=1.59, Y=26.61, Roll=-4.6, Pitch=1.0, Yaw=105.4, State=APPROACH, Goal=False, Color=赤
X=2.42, Y=27.21, Roll=1.8, Pitch=-0.1, Yaw=196.2, State=GOAL, Goal=False, Color=赤
X=2.76, Y=26.50, Roll=0.1, Pitch=1.2, Yaw=109.0, State=APPROACH, Goal=False, Color=赤
X=3.13, Y=25.65, Roll=-0.3, Pitch=-4.2, Yaw=85.9, State=APPROACH, Goal=False, Color=青
X=3.30, Y=26.22, Roll=2.5, Pitch=-3.9, Yaw=251.6, State=GOAL, Goal=False, Color=緑
X=3.98, Y=25.67, Roll=-0.8, Pitch=-1.9, Yaw=309.8, State=APPROACH, Goal=True, Color=
X=3.75, Y=25.23, Roll=-0.6, Pitch=-3.1, Yaw=181.6, State=GOAL, Goal=True, Color=赤
X=3.56, Y=24.72, Roll=-4.2, Pitch=-3.9, Yaw=210.8, State=GOAL, Goal=False, Color=青
X=3.67, Y=25.34, Roll=3.7, Pitch=-1.1, Yaw=148.3, State=APPROACH, Goal=True, Color=
X=4.63, Y=26.06, Roll=-0.3, Pitch=2.3, Yaw=172.7, State=APPROACH, Goal=True, Color=青
X=4.31, Y=26.94, Roll=1.6, Pitch=-4.0, Yaw=340.1, State=GOAL, Goal=False, Color=
X=3.34, Y=26.78, Roll=5.0, Pitch=-2.1, Yaw=271.9, State=APPROACH, Goal=False, Color=青
X=2.46, Y=26.94, Roll=-1.1, Pitch=-1.0, Yaw=19.3, State=GOAL, Goal=False, Color=青
X=2.21, Y=26.03, Roll=-1.2, Pitch=-1.4, Yaw=137.7, State=APPROACH, Goal=False, Color=
X=1.71, Y=25.74, Roll=3.2, Pitch=-1.9, Yaw=310.7, State=GOAL, Goal=True, Color=赤
X=1.77, Y=24.98, Roll=-1.4, Pitch=2.1, Yaw=97.9, State=SEARCH, Goal=True, Color=赤
X=1.91, Y=25.65, Roll=-3.9, Pitch=4.7, Yaw=181.7, State=GOAL, Goal=True, Color=緑
X=1.83, Y=26.12, Roll=-0.7, Pitch=-0.0, Yaw=64.5, State=APPROACH, Goal=False, Color=緑
X=1.70, Y=27.09, Roll=-0.4, Pitch=0.8, Yaw=139.6, State=APPROACH, Goal=False, Color=
X=2.19, Y=26.34, Roll=-2.4, Pitch=0.7, Yaw=340.8, State=GOAL, Goal=False, Color=緑
X=2.27, Y=25.95, Roll=-1.8, Pitch=0.1, Yaw=113.4, State=GOAL, Goal=False, Color=緑
X=1.52, Y=24.95, Roll=2.3, Pitch=-2.5, Yaw=357.1, State=SEARCH, Goal=True, Color=赤
X=1.55, Y=24.26, Roll=-3.7, Pitch=2.7, Yaw=18.2, State=SEARCH, Goal=True, Color=
X=2.23, Y=23.87, Roll=2.2, Pitch=3.2, Yaw=130.1, State=GOAL, Goal=True, Color=赤
X=2.54, Y=23.50, Roll=-1.6, Pitch=3.9, Yaw=234.0, State=SEARCH, Goal=True, Color=赤
X=2.49, Y=23.74, Roll=4.7, Pitch=-2.5, Yaw=194.5, State=SEARCH, Goal=False, Color=青
X=2.84, Y=23.61, Roll=0.8, Pitch=-3.5, Yaw=169.4, State=GOAL, Goal=True, Color=緑
X=2.63, Y=23.46, Roll=-3.2, Pitch=2.2, Yaw=277.4, State=SEARCH, Goal=False, Color=青
X=3.26, Y=23.04, Roll=-0.8, Pitch=-4.6, Yaw=78.6, State=SEARCH, Goal=True, Color=青
X=3.52, Y=23.45, Roll=2.8, Pitch=-3.8, Yaw=178.3, State=SEARCH, Goal=True, Color=緑
X=0.82, Y=0.45, Roll=4.7, Pitch=4.6, Yaw=84.8, State=APPROACH, Goal=False, Color=青
X=1.73, Y=-0.29, Roll=0.8, Pitch=3.4, Yaw=31.4, State=APPROACH, Goal=False, Color=
X=1.02, Y=-0.17, Roll=3.1, Pitch=-1.5, Yaw=165.1, State=APPROACH, Goal=True, Color=青
X=0.49, Y=-0.25, Roll=0.8, Pitch=-0.6, Yaw=16.2, State=APPROACH, Goal=False, Color=
X=0.84, Y=-0.57, Roll=-3.0, Pitch=-2.5, Yaw=360.0, State=APPROACH, Goal=True, Color=
X=0.12, Y=-1.22, Roll=4.4, Pitch=-0.8, Yaw=318.5, State=SEARCH, Goal=True, Color=青
X=0.65, Y=-0.56, Roll=4.9, Pitch=-2.8, Yaw=216.0, State=GOAL, Goal=False, Color=
X=1.52, Y=-1.14, Roll=-0.8, Pitch=4.5, Yaw=286.1, State=APPROACH, Goal=False, Color=
X=2.36, Y=-2.12, Roll=4.2, Pitch=4.6, Yaw=353.2, State=APPROACH, Goal=False, Color=
X=1.98, Y=-1.33, Roll=-3.9, Pitch=3.8, Yaw=12.0, State=APPROACH, Goal=True, Color=赤
X=1.70, Y=-2.18, Roll=-3.9, Pitch=-0.9, Yaw=215.5, State=APPROACH, Goal=False, Color=青
X=2.19, Y=-2.13, Roll=-1.6, Pitch=-2.5, Yaw=113.7, State=APPROACH, Goal=False, Color=
X=1.20, Y=-1.22, Roll=3.2, Pitch=-1.3, Yaw=181.6, State=GOAL, Goal=True, Color=青
X=0.31, Y=-2.03, Roll=0.0, Pitch=-0.7, Yaw=13.0, State=SEARCH, Goal=False, Color=緑
X=-0.40, Y=-3.00, Roll=1.8, Pitch=1.9, Yaw=305.7, State=APPROACH, Goal=True, Color=緑
X=0.40, Y=-2.98, Roll=4.2, Pitch=3.6, Yaw=121.2, State=SEARCH, Goal=False, Color=
X=0.55, Y=-3.31, Roll=-4.2, Pitch=0.9, Yaw=36.5, State=GOAL, Goal=True, Color=青
X=0.92, Y=-2.72, Roll=3.5, Pitch=-4.8, Yaw=322.9, State=SEARCH, Goal=True, Color=緑
X=0.36, Y=-3.28, Roll=-0.3, Pitch=-4.9, Yaw=185.7, State=GOAL, Goal=False, Color=赤
X=0.40, Y=-2.41, Roll=1.6, Pitch=-2.5, Yaw=328.1, State=SEARCH, Goal=True, Color=赤
X=0.96, Y=-2.02, Roll=-1.0, Pitch=-0.4, Yaw=274.3, State=SEARCH, Goal=False, Color=青
X=1.08, Y=-2.16, Roll=-4.4, Pitch=-4.6, Yaw=337.4, State=GOAL, Goal=False, Color=青
X=1.29, Y=-2.44, Roll=-1.1, Pitch=-3.6, Yaw=56.9, State=SEARCH, Goal=False, Color=赤
X=1.28, Y=-1.83, Roll=3.7, Pitch=3.5, Yaw=278.4, State=GOAL, Goal=False, Color=緑
X=0.36, Y=-2.56, Roll=3.0, Pitch=4.0, Yaw=294.0, State=APPROACH, Goal=True, Color=
X=0.48, Y=-1.84, Roll=3.5, Pitch=3.0, Yaw=275.6, State=SEARCH, Goal=True, Color=青
X=-0.30, Y=-2.67, Roll=-2.8, Pitch=-0.2, Yaw=215.1, State=GOAL, Goal=True, Color=緑
X=-1.22, Y=-2.22, Roll=3.5, Pitch=0.2, Yaw=58.2, State=APPROACH, Goal=True, Color=赤
X=-1.92, Y=-1.80, Roll=-2.2, Pitch=4.5, Yaw=170.9, State=GOAL, Goal=True, Color=赤
X=-2.09, Y=-1.97, Roll=-1.0, Pitch=4.1, Yaw=204.2, State=SEARCH, Goal=False, Color=
X=-2.58, Y=-2.31, Roll=2.7, Pitch=-0.3, Yaw=61.8, State=GOAL, Goal=True, Color=
X=-1.87, Y=-2.73, Roll=4.4, Pitch=-3.6, Yaw=190.8, State=SEARCH, Goal=True, Color=
X=-1.47, Y=-2.26, Roll=4.5, Pitch=-5.0, Yaw=343.0, State=APPROACH, Goal=False, Color=緑
X=-2.17, Y=-1.73, Roll=-1.0, Pitch=2.3, Yaw=162.2, State=SEARCH, Goal=True, Color=赤
X=-3.14, Y=-0.76, Roll=0.6, Pitch=-2.1, Yaw=15.4, State=APPROACH, Goal=True, Color=青
X=-2.38, Y=-0.77, Roll=2.4, Pitch=3.8, Yaw=222.0, State=SEARCH, Goal=True, Color=青
X=-1.46, Y=-0.73, Roll=-3.1, Pitch=-2.6, Yaw=121.1, State=APPROACH, Goal=True, Color=緑
X=-0.64, Y=-0.41, Roll=-2.5, Pitch=-0.7, Yaw=356.5, State=SEARCH, Goal=False, Color=赤
X=-1.16, Y=-0.55, Roll=4.5, Pitch=-2.9, Yaw=255.8, State=GOAL, Goal=False, Color=青
X=-1.29, Y=-0.29, Roll=-3.1, Pitch=-0.5, Yaw=342.8, State=GOAL, Goal=False, Color=緑
X=-1.39, Y=-0.00, Roll=-2.6, Pitch=1.7, Yaw=198.7, State=GOAL, Goal=False, Color=青
X=-2.11, Y=0.35, Roll=0.4, Pitch=-1.9, Yaw=174.0, State=SEARCH, Goal=False, Color=赤
X=-1.68, Y=1.14, Roll=4.2, Pitch=-2.8, Yaw=47.0, State=APPROACH, Goal=True, Color=
X=-1.86, Y=0.51, Roll=2.8, Pitch=-1.6, Yaw=345.2, State=APPROACH, Goal=True, Color=青
X=-2.68, Y=1.17, Roll=1.4, Pitch=1.4, Yaw=23.0, State=GOAL, Goal=False, Color=赤
X=-2.79, Y=0.66, Roll=-2.1, Pitch=1.1, Yaw=80.5, State=SEARCH, Goal=False, Color=赤
X=-3.11, Y=1.18, Roll=-2.7, Pitch=-1.5, Yaw=66.8, State=GOAL, Goal=True, Color=青
X=-2.38, Y=2.07, Roll=-4.7, Pitch=-0.3, Yaw=316.0, State=GOAL, Goal=False, Color=赤
X=-2.02, Y=1.72, Roll=-4.6, Pitch=2.3, Yaw=192.4, State=GOAL, Goal=False, Color=青
X=-2.67, Y=0.92, Roll=2.3, Pitch=0.6, Yaw=240.1, State=APPROACH, Goal=False, Color=青
X=-1.74, Y=0.87, Roll=0.9, Pitch=-0.1, Yaw=7.3, State=APPROACH, Goal=False, Color=青
X=-2.60, Y=0.29, Roll=4.4, Pitch=0.7, Yaw=22.5, State=APPROACH, Goal=False, Color=青
X=-3.19, Y=0.60, Roll=-4.9, Pitch=1.9, Yaw=285.9, State=GOAL, Goal=False, Color=赤
X=-4.05, Y=1.51, Roll=0.2, Pitch=-1.5, Yaw=167.8, State=APPROACH, Goal=True, Color=青
X=-3.92, Y=1.09, Roll=-1.0, Pitch=1.0, Yaw=91.5, State=GOAL, Goal=False, Color=
X=-4.74, Y=0.54, Roll=2.0, Pitch=-3.2, Yaw=223.2, State=SEARCH, Goal=True, Color=青
X=-4.50, Y=1.44, Roll=4.0, Pitch=0.2, Yaw=304.2, State=APPROACH, Goal=True, Color=赤
X=-4.88, Y=0.54, Roll=-1.9, Pitch=-2.3, Yaw=157.0, State=APPROACH, Goal=True, Color=緑
X=-5.12, Y=0.76, Roll=4.0, Pitch=-3.1, Yaw=114.6, State=APPROACH, Goal=True, Color=赤
X=-5.25, Y=1.35, Roll=-2.2, Pitch=-1.9, Yaw=338.8, State=APPROACH, Goal=True, Color=緑
X=-4.34, Y=2.18, Roll=-3.7, Pitch=-3.9, Yaw=343.9, State=SEARCH, Goal=False, Color=赤
X=-3.36, Y=2.73, Roll=2.6, Pitch=1.9, Yaw=72.8, State=APPROACH, Goal=False, Color=
X=-3.98, Y=2.73, Roll=2.6, Pitch=3.4, Yaw=140.1, State=GOAL, Goal=True, Color=緑
X=-3.96, Y=2.72, Roll=0.1, Pitch=1.0, Yaw=329.0, State=SEARCH, Goal=True, Color=赤
X=-3.62, Y=1.72, Roll=-1.1, Pitch=-1.4, Yaw=36.3, State=APPROACH, Goal=False, Color=緑
X=-3.57, Y=2.43, Roll=1.6, Pitch=0.7, Yaw=67.3, State=SEARCH, Goal=False, Color=青
X=-2.79, Y=2.16, Roll=-1.5, Pitch=-3.5, Yaw=76.9, State=SEARCH, Goal=True, Color=緑
X=-3.00, Y=1.66, Roll=-3.3, Pitch=-0.3, Yaw=175.9, State=APPROACH, Goal=True, Color=赤
X=-3.56, Y=1.26, Roll=4.2, Pitch=-4.2, Yaw=295.2, State=SEARCH, Goal=False, Color=緑
X=-4.52, Y=1.90, Roll=-4.4, Pitch=1.4, Yaw=17.8, State=APPROACH, Goal=False, Color=緑
X=-4.49, Y=2.03, Roll=-2.2, Pitch=4.5, Yaw=150.2, State=SEARCH, Goal=True, Color=緑
X=-4.00, Y=2.02, Roll=-0.8, Pitch=-0.8, Yaw=353.0, State=GOAL, Goal=True, Color=
X=-4.29, Y=2.82, Roll=-1.8, Pitch=-1.8, Yaw=110.9, State=SEARCH, Goal=False, Color=
X=-4.08, Y=1.97, Roll=-4.0, Pitch=0.8, Yaw=41.4, State=APPROACH, Goal=False, Color=赤
X=-4.59, Y=2.63, Roll=-2.8, Pitch=3.0, Yaw=56.2, State=GOAL, Goal=False, Color=赤
X=-4.09, Y=3.32, Roll=0.6, Pitch=2.6, Yaw=232.6, State=GOAL, Goal=True, Color=赤
X=-3.60, Y=4.29, Roll=-1.6, Pitch=-5.0, Yaw=296.5, State=APPROACH, Goal=False, Color=
X=-3.00, Y=4.50, Roll=-4.3, Pitch=-0.5, Yaw=161.7, State=APPROACH, Goal=True, Color=緑
X=-3.03, Y=4.15, Roll=2.8, Pitch=-3.4, Yaw=84.3, State=APPROACH, Goal=False, Color=
X=-3.93, Y=5.04, Roll=-3.0, Pitch=-3.7, Yaw=112.9, State=APPROACH, Goal=True, Color=
X=-4.84, Y=4.04, Roll=-2.2, Pitch=-1.0, Yaw=283.5, State=GOAL, Goal=True, Color=赤
X=-5.83, Y=5.00, Roll=3.5, Pitch=-4.1, Yaw=129.0, State=GOAL, Goal=True, Color=青
X=-6.70, Y=4.96, Roll=-2.6, Pitch=-0.7, Yaw=310.5, State=APPROACH, Goal=False, Color=青
X=-6.91, Y=4.41, Roll=-3.1, Pitch=-0.4, Yaw=41.3, State=SEARCH, Goal=True, Color=青
X=-7.59, Y=4.90, Roll=1.0, Pitch=-2.7, Yaw=291.9, State=SEARCH, Goal=False, Color=
X=-8.39, Y=5.54, Roll=-2.5, Pitch=-4.6, Yaw=22.2, State=SEARCH, Goal=False, Color=赤
X=-8.65, Y=5.68, Roll=-4.3, Pitch=1.4, Yaw=34.4, State=APPROACH, Goal=False, Color=青
X=-9.34, Y=6.27, Roll=0.6, Pitch=-3.0, Yaw=67.4, State=GOAL, Goal=False, Color=青
X=-9.26, Y=6.18, Roll=4.0, Pitch=1.0, Yaw=266.0, State=APPROACH, Goal=True, Color=
X=-8.89, Y=6.96, Roll=3.5, Pitch=-1.3, Yaw=251.8, State=SEARCH, Goal=False, Color=
X=-9.28, Y=7.38, Roll=-1.7, Pitch=5.0, Yaw=139.7, State=APPROACH, Goal=True, Color=緑
X=-9.65, Y=6.38, Roll=-2.4, Pitch=2.4, Yaw=195.4, State=APPROACH, Goal=True, Color=青
X=-9.87, Y=5.58, Roll=4.3, Pitch=1.4, Yaw=306.2, State=APPROACH, Goal=True, Color=赤
X=-9.06, Y=5.09, Roll=-1.0, Pitch=4.4, Yaw=336.6, State=GOAL, Goal=False, Color=緑
X=-8.51, Y=5.66, Roll=3.2, Pitch=-3.8, Yaw=290.5, State=APPROACH, Goal=False, Color=青
X=-9.48, Y=5.65, Roll=0.7, Pitch=-4.3, Yaw=200.8, State=GOAL, Goal=True, Color=赤
X=-8.99, Y=5.87, Roll=3.6, Pitch=-4.9, Yaw=39.1, State=GOAL, Goal=False, Color=青
X=-9.65, Y=6.43, Roll=-0.6, Pitch=3.3, Yaw=160.9, State=APPROACH, Goal=True, Color=青
X=-9.46, Y=7.05, Roll=2.0, Pitch=-4.4, Yaw=314.4, State=GOAL, Goal=True, Color=
X=-9.12, Y=6.29, Roll=5.0, Pitch=-2.7, Yaw=335.4, State=GOAL, Goal=False, Color=
X=-8.28, Y=6.17, Roll=-2.9, Pitch=3.9, Yaw=295.1, State=GOAL, Goal=True, Color=緑
X=-7.40, Y=6.76, Roll=-4.6, Pitch=5.0, Yaw=261.4, State=APPROACH, Goal=False, Color=緑
X=-6.61, Y=6.31, Roll=0.5, Pitch=-0.2, Yaw=285.1, State=SEARCH, Goal=False, Color=緑
X=-6.16, Y=5.54, Roll=3.5, Pitch=-2.6, Yaw=261.2, State=APPROACH, Goal=True, Color=緑
X=-5.42, Y=5.29, Roll=-1.0, Pitch=-3.7, Yaw=308.7, State=GOAL, Goal=False, Color=青
X=-5.97, Y=5.23, Roll=4.7, Pitch=-3.2, Yaw=9.2, State=SEARCH, Goal=True, Color=青
X=-6.42, Y=4.90, Roll=-3.1, Pitch=-4.6, Yaw=268.2, State=APPROACH, Goal=True, Color=
X=-5.85, Y=4.66, Roll=-1.2, Pitch=1.1, Yaw=37.1, State=APPROACH, Goal=False, Color=
X=-6.07, Y=3.73, Roll=-0.8, Pitch=-3.8, Yaw=150.3, State=APPROACH, Goal=True, Color=赤
X=-5.83, Y=4.35, Roll=1.7, Pitch=0.9, Yaw=284.6, State=GOAL, Goal=False, Color=緑
X=-5.94, Y=4.31, Roll=2.9, Pitch=-2.0, Yaw=103.5, State=APPROACH, Goal=False, Color=
X=-6.67, Y=5.31, Roll=2.8, Pitch=-0.9, Yaw=87.3, State=APPROACH, Goal=False, Color=
X=-7.21, Y=4.35, Roll=-4.8, Pitch=-4.1, Yaw=247.6, State=APPROACH, Goal=True, Color=青
X=-7.96, Y=4.29, Roll=-2.9, Pitch=-0.6, Yaw=50.7, State=APPROACH, Goal=True, Color=
X=-8.73, Y=3.82, Roll=-0.4, Pitch=3.9, Yaw=15.6, State=APPROACH, Goal=False, Color=青
X=-9.43, Y=4.73, Roll=0.7, Pitch=-4.7, Yaw=224.3, State=GOAL, Goal=True, Color=緑
X=-9.93, Y=3.90, Roll=4.8, Pitch=-4.9, Yaw=19.6, State=GOAL, Goal=True, Color=赤
X=-10.08, Y=3.55, Roll=0.9, Pitch=1.0, Yaw=97.9, State=SEARCH, Goal=True, Color=青
X=-10.27, Y=3.73, Roll=2.6, Pitch=0.7, Yaw=158.5, State=GOAL, Goal=True, Color=赤
X=-10.73, Y=3.55, Roll=-0.7, Pitch=-3.6, Yaw=94.8, State=SEARCH, Goal=True, Color=緑
X=-10.96, Y=3.01, Roll=3.7, Pitch=3.8, Yaw=69.2, State=SEARCH, Goal=False, Color=緑
X=-11.03, Y=3.09, Roll=-3.4, Pitch=5.0, Yaw=325.2, State=APPROACH, Goal=True, Color=赤
X=-11.10, Y=3.74, Roll=-4.0, Pitch=3.1, Yaw=42.9, State=GOAL, Goal=False, Color=赤
X=-10.57, Y=2.88, Roll=0.5, Pitch=4.2, Yaw=135.2, State=APPROACH, Goal=False, Color=
X=-10.58, Y=2.30, Roll=2.8, Pitch=1.8, Yaw=359.4, State=GOAL, Goal=False, Color=青
X=-9.89, Y=1.55, Roll=4.4, Pitch=2.7, Yaw=240.8, State=GOAL, Goal=True, Color=
X=-9.35, Y=1.75, Roll=-1.7, Pitch=-3.1, Yaw=190.9, State=APPROACH, Goal=False, Color=赤
X=-9.75, Y=2.21, Roll=-4.2, Pitch=1.4, Yaw=200.5, State=APPROACH, Goal=False, Color=赤
X=-10.18, Y=1.81, Roll=-3.3, Pitch=2.5, Yaw=34.0, State=SEARCH, Goal=True, Color=緑
X=-9.52, Y=2.56, Roll=0.3, Pitch=-4.1, Yaw=310.3, State=GOAL, Goal=False, Color=青
X=-10.40, Y=1.58, Roll=-4.0, Pitch=0.1, Yaw=32.3, State=SEARCH, Goal=True, Color=
X=-10.12, Y=0.98, Roll=1.8, Pitch=0.5, Yaw=281.8, State=GOAL, Goal=False, Color=青
X=-9.56, Y=1.90, Roll=-0.3, Pitch=-1.9, Yaw=236.6, State=APPROACH, Goal=True, Color=青
X=-9.77, Y=1.71, Roll=4.5, Pitch=1.4, Yaw=247.9, State=GOAL, Goal=False, Color=
X=-8.97, Y=1.76, Roll=-4.4, Pitch=-1.5, Yaw=129.8, State=APPROACH, Goal=True, Color=
X=-8.92, Y=2.28, Roll=-1.7, Pitch=-2.9, Yaw=88.6, State=GOAL, Goal=False, Color=緑
X=-9.87, Y=2.46, Roll=-4.4, Pitch=1.0, Yaw=335.5, State=GOAL, Goal=True, Color=赤
X=-10.06, Y=2.95, Roll=1.2, Pitch=0.6, Yaw=73.5, State=GOAL, Goal=False, Color=青
X=-10.36, Y=2.11, Roll=3.2, Pitch=-5.0, Yaw=329.6, State=APPROACH, Goal=False, Color=赤
X=-10.46, Y=1.26, Roll=1.9, Pitch=1.6, Yaw=48.3, State=GOAL, Goal=True, Color=
X=-9.86, Y=0.53, Roll=0.8, Pitch=-0.6, Yaw=77.8, State=GOAL, Goal=True, Color=
X=-10.72, Y=1.39, Roll=4.3, Pitch=-1.5, Yaw=344.9, State=APPROACH, Goal=True, Color=青
X=-10.67, Y=1.17, Roll=4.2, Pitch=4.6, Yaw=218.4, State=GOAL, Goal=True, Color=青
X=-9.79, Y=0.50, Roll=-0.5, Pitch=-0.4, Yaw=210.1, State=APPROACH, Goal=False, Color=青
X=-10.53, Y=0.68, Roll=4.2, Pitch=-4.3, Yaw=17.9, State=GOAL, Goal=True, Color=青
X=-10.38, Y=1.06, Roll=-1.9, Pitch=0.3, Yaw=199.3, State=SEARCH, Goal=False, Color=青
X=-10.33, Y=2.01, Roll=4.1, Pitch=1.2, Yaw=204.2, State=SEARCH, Goal=True, Color=赤
X=-10.79, Y=2.95, Roll=1.6, Pitch=-3.3, Yaw=3.9, State=GOAL, Goal=True, Color=青
X=-11.40, Y=3.87, Roll=-4.5, Pitch=0.4, Yaw=320.8, State=APPROACH, Goal=True, Color=青
X=-10.65, Y=2.90, Roll=0.3, Pitch=3.1, Yaw=181.0, State=GOAL, Goal=True, Color=
X=-10.17, Y=3.10, Roll=2.0, Pitch=-1.5, Yaw=206.5, State=SEARCH, Goal=False, Color=緑
X=-11.03, Y=3.25, Roll=-3.9, Pitch=-3.4, Yaw=139.5, State=SEARCH, Goal=True, Color=青
X=-10.31, Y=3.34, Roll=-4.8, Pitch=-3.1, Yaw=342.1, State=APPROACH, Goal=True, Color=
X=-10.13, Y=2.44, Roll=1.9, Pitch=0.1, Yaw=260.0, State=GOAL, Goal=True, Color=青
X=-10.19, Y=3.03, Roll=0.7, Pitch=4.1, Yaw=249.1, State=SEARCH, Goal=False, Color=赤
X=-10.75, Y=2.98, Roll=1.2, Pitch=-3.6, Yaw=128.2, State=GOAL, Goal=True, Color=赤
X=-9.89, Y=2.16, Roll=-2.3, Pitch=-1.0, Yaw=233.1, State=GOAL, Goal=False, Color=緑
X=-10.67, Y=2.02, Roll=2.9, Pitch=-4.0, Yaw=43.7, State=SEARCH, Goal=True, Color=
X=-11.19, Y=2.76, Roll=-1.9, Pitch=3.2, Yaw=128.5, State=SEARCH, Goal=True, Color=緑
X=-12.14, Y=3.35, Roll=-1.7, Pitch=-1.3, Yaw=167.8, State=APPROACH, Goal=False, Color=青
X=-12.91, Y=4.30, Roll=4.6, Pitch=-0.1, Yaw=64.7, State=SEARCH, Goal=True, Color=緑
X=-13.22, Y=4.03, Roll=-0.1, Pitch=-5.0, Yaw=99.5, State=APPROACH, Goal=False, Color=青
X=-14.07, Y=4.90, Roll=3.3, Pitch=-4.9, Yaw=317.3, State=APPROACH, Goal=False, Color=赤
X=-13.40, Y=5.12, Roll=2.9, Pitch=1.8, Yaw=51.0, State=APPROACH, Goal=False, Color=赤
X=-13.42, Y=4.66, Roll=-1.7, Pitch=3.6, Yaw=95.3, State=APPROACH, Goal=True, Color=
X=-12.67, Y=4.26, Roll=-2.0, Pitch=-2.6, Yaw=106.0, State=APPROACH, Goal=False, Color=赤
X=-13.33, Y=3.84, Roll=-4.2, Pitch=1.1, Yaw=48.5, State=SEARCH, Goal=False, Color=青
X=-13.48, Y=4.00, Roll=-0.9, Pitch=-0.8, Yaw=172.2, State=GOAL, Goal=True, Color=赤
X=-13.95, Y=4.94, Roll=-4.9, Pitch=-1.2, Yaw=20.1, State=SEARCH, Goal=False, Color=
X=-13.55, Y=4.48, Roll=-2.3, Pitch=-0.5, Yaw=112.6, State=GOAL, Goal=True, Color=緑
X=-14.51, Y=5.06, Roll=-0.5, Pitch=-1.9, Yaw=17.5, State=GOAL, Goal=True, Color=
X=-14.20, Y=5.45, Roll=3.8, Pitch=-0.7, Yaw=113.0, State=GOAL, Goal=False, Color=青
